postedDate,eventDate,voidedDate,event,basis,action,entryNumber,portOfEntry,entryDate,entryType,teamNumber
,,,Extended,Customs Extension,,CHQ09049984,5301,,47,6D0
,,,Extended,Customs Extension,,WBA10136926,5301,,47,6D0
,,,Extended,Customs Extension,,JF901299764,5301,,47,6D0
,,,Extended,Customs Extension,,JF901299665,5301,,47,6D0
,,,Liquidated,,No Change,JF901319976,5301,,47,6D0
,,,Liquidated,,No Change,JF901319968,5301,,47,6D0
,,,Liquidated,,No Change,BER90181700,5301,,47,6D0
,,,Liquidated,,No Change,JF901320149,5301,,47,6D0
,,,Liquidated,,No Change,JF901319992,5301,,47,6D0
,,,Liquidated,,No Change,JF901319984,5301,,47,6D0
,,,Liquidated,,No Change,ARV60231847,5301,,47,6D0
,,,Liquidated,,No Change,D9715201767,5301,,47,6D0
,,,Liquidated,,No Change,D9714494447,5301,,47,6D0
,,,Liquidated,,No Change,D9714610687,5301,,47,6D0
,,,Liquidated,,No Change,D9715162415,5301,,47,6D0
,,,Liquidated,,No Change,SQ310091872,5301,,47,6D0
,,,Liquidated,,No Change,SQ310091864,5301,,47,6D0
,,,Liquidated,,No Change,SQ310092243,5301,,47,6D0
,,,Liquidated,,No Change,SQ310091948,5301,,47,6D0
,,,Liquidated,,No Change,SQ310091914,5301,,47,6D0
,,,Liquidated,,Change Increase,D9712942157,5301,,47,6D0
,,,Liquidated,,No Change,D9714121768,5301,,47,6D0
,,,Liquidated,,No Change,D9714273478,5301,,47,6D0
,,,Liquidated,,No Change,BER90173418,5301,,47,6D0
,,,Liquidated,,No Change,D9714269062,5301,,47,6D0
,,,Liquidated,,No Change,D9713616867,5301,,47,6D0
,,,Liquidated,,No Change,D9713606942,5301,,47,6D0
,,,Liquidated,,No Change,D9713385034,5301,,47,6D0
,,,Liquidated,,No Change,SQ310094975,5301,,47,6D0
,,,Liquidated,,No Change,D9713973391,5301,,47,6D0
,,,Liquidated,,No Change,D9713952726,5301,,47,6D0
,,,Liquidated,,No Change,SQ310093894,5301,,47,6D0
,,,Liquidated,,No Change,D9714059992,5301,,47,6D0
,,,Liquidated,,No Change,SQ310093639,5301,,47,6D0
,,,Liquidated,,No Change,SQ310095055,5301,,47,6D0
,,,Liquidated,,No Change,SQ310093332,5301,,47,6D0
,,,Liquidated,,No Change,SQ310094611,5301,,47,6D0
,,,Liquidated,,No Change,SQ310093266,5301,,47,6D0
,,,Liquidated,,No Change,SQ310094470,5301,,47,6D0
,,,Liquidated,,No Change,SQ310092854,5301,,47,6D0
,,,Liquidated,,No Change,SQ310093654,5301,,47,6D0
,,,Liquidated,,No Change,SQ310092821,5301,,47,6D0
,,,Liquidated,,No Change,SQ310092813,5301,,47,6D0
,,,Liquidated,,No Change,SQ310092698,5301,,47,6D0
,,,Liquidated,,No Change,SQ310091344,5301,,47,6D0
,,,Liquidated,,No Change,SQ310091070,5301,,47,6D0
,,,Liquidated,,No Change,SQ310090775,5301,,47,6D0
,,,Liquidated,,No Change,DW720063018,5301,,47,6D0
,,,Liquidated,,No Change,AA603410454,5301,,47,6D0
,,,Liquidated,,No Change,BER90175702,5301,,47,6D0
,,,Liquidated,,No Change,SQ310090387,5301,,47,6D0
,,,Liquidated,,No Change,AA603412633,5301,,47,6D0
,,,Liquidated,,No Change,AA603408037,5301,,47,6D0
,,,Liquidated,,No Change,SQ310091690,5301,,47,6D0
,,,Liquidated,,No Change,AA603408441,5301,,47,6D0
,,,Liquidated,,No Change,D9713252341,5301,,47,6D0
,,,Liquidated,,Change Increase,SQ310075404,5301,,47,6D0
,,,Liquidated,,No Change,D9713275813,5301,,47,6D0
,,,Liquidated,,No Change,D9713275474,5301,,47,6D0
,,,Liquidated,,Change Increase,SQ310102992,5301,,47,6D0
,,,Liquidated,,Change Increase,SQ310101945,5301,,47,6D0
,,,Liquidated,,No Change,M0503511384,5301,,47,6D0
,,,Liquidated,,No Change,D9713254842,5301,,47,6D0
,,,Extended,Customs Extension,,AA603405090,5301,,47,6D0
,,,Extended,Customs Extension,,WBA10138054,5301,,47,6D0
,,,Extended,Customs Extension,,BER90204478,5301,,47,6D0
,,,Extended,Customs Extension,,BER90204429,5301,,47,6D0
,,,Extended,Customs Extension,,WBA10136918,5301,,47,6D0
,,,Extended,Customs Extension,,SQ310094462,5301,,47,6D0
,,,Extended,Customs Extension,,SQ310093662,5301,,47,6D0
,,,Extended,Customs Extension,,SQ310092375,5301,,47,6D0
,,,Extended,Customs Extension,,SQ310092268,5301,,47,6D0
,,,Extended,Customs Extension,,SQ310091906,5301,,47,6D0
,,,Extended,Customs Extension,,SQ310091849,5301,,47,6D0
,,,Extended,Customs Extension,,SQ310092367,5301,,47,6D0
,,,Extended,Customs Extension,,SQ310087276,5301,,47,6D0
,,,Extended,Customs Extension,,JF901319950,5301,,47,6D0
,,,Extended,Customs Extension,,JF901319943,5301,,47,6D0
,,,Extended,Customs Extension,,JF901319927,5301,,47,6D0
,,,Extended,Customs Extension,,JF901319901,5301,,47,6D0
,,,Extended,Customs Extension,,JF901319877,5301,,47,6D0
,,,Extended,Customs Extension,,BER90175702,5301,,47,6D0
,,,Extended,Customs Extension,,SQ310072294,5301,,47,6D0
,,,Liquidated,,No Change,D9713317128,5301,,47,6D0
,,,Liquidated,,No Change,AA603411023,5301,,47,6D0
,,,Liquidated,,No Change,D9713334156,5301,,47,6D0
,,,Liquidated,,No Change,D9713334263,5301,,47,6D0
,,,Liquidated,,No Change,D9713342852,5301,,47,6D0
,,,Liquidated,,No Change,8K400046940,5301,,47,6D0
,,,Liquidated,,No Change,D9713288667,5301,,47,6D0
,,,Liquidated,,No Change,D9713289293,5301,,47,6D0
,,,Liquidated,,No Change,D9713303508,5301,,47,6D0
,,,Liquidated,,No Change,D9713304555,5301,,47,6D0
,,,Liquidated,,No Change,D9713316716,5301,,47,6D0
,,,Liquidated,,Change Increase,D9712936985,5301,,47,6D0
,,,Liquidated,,No Change,BER90159086,5301,,47,6D0
,,,Liquidated,,Change Increase,D9712928339,5301,,47,6D0
,,,Liquidated,,Change Increase,D9712927984,5301,,47,6D0
,,,Liquidated,,No Change,AA603407971,5301,,47,6D0
,,,Liquidated,,No Change,AA603406015,5301,,47,6D0
,,,Liquidated,,No Change,AA603407260,5301,,47,6D0
,,,Liquidated,,No Change,ATJ00041063,5301,,47,6D0
,,,Liquidated,,Change Increase,BER90149020,5301,,47,6D0
,,,Liquidated,,Change Increase,JF901319851,5301,,47,6D0
,,,Extended,Customs Extension,,EE699010520,5301,,47,6D0
,,,Extended,Customs Extension,,EE699010496,5301,,47,6D0
,,,Extended,Customs Extension,,BER90174978,5301,,47,6D0
,,,Extended,Customs Extension,,96802006054,5301,,47,6D0
,,,Extended,Customs Extension,,WBA10137643,5301,,47,6D0
,,,Extended,Customs Extension,,WBA10137593,5301,,47,6D0
,,,Extended,Customs Extension,,SQ310072138,5301,,47,6D0
,,,Extended,Customs Extension,,AA603404788,5301,,47,6D0
,,,Extended,Customs Extension,,BMK08313874,5301,,47,6D0
,,,Extended,Customs Extension,,BER90174986,5301,,47,6D0
,,,Extended,Customs Extension,,BER90174937,5301,,47,6D0
,,,Extended,Customs Extension,,BER90219112,5301,,47,6D0
,,,Extended,Customs Extension,,BER90217819,5301,,47,6D0
,,,Extended,Customs Extension,,BER90213453,5301,,47,6D0
,,,Extended,Customs Extension,,SQ310075743,5301,,47,6D0
,,,Extended,Customs Extension,,SQ310072773,5301,,47,6D0
,,,Extended,Customs Extension,,SQ310072740,5301,,47,6D0
,,,Liquidated,,No Change,BER90149285,5301,,47,6D0
,,,Liquidated,,Change Increase,SQ310100731,5301,,47,6D0
,,,Liquidated,,Change Increase,D9712917456,5301,,47,6D0
,,,Liquidated,,Change Increase,D9712917415,5301,,47,6D0
,,,Liquidated,,Change Increase,8RM00000785,5301,,47,6D0
,,,Liquidated,,Change Increase,JF901299046,5301,,47,6D0
,,,Liquidated,,No Change,W6930065652,5301,,47,6D0
,,,Liquidated,,No Change,BER90174754,5301,,47,6D0
,,,Liquidated,,No Change,W6930065645,5301,,47,6D0
,,,Liquidated,,No Change,BER90149244,5301,,47,6D0
,,,Liquidated,,No Change,BER90151075,5301,,47,6D0
,,,Liquidated,,No Change,BER90151083,5301,,47,6D0
,,,Liquidated,,Change Increase,SQ310101572,5301,,47,6D0
,,,Liquidated,,Change Increase,SQ310075164,5301,,47,6D0
,,,Re-liquidated,,No Change,AA603407914,5301,,47,6D0
,,,Liquidated,,No Change,BER90179126,5301,,47,6D0
,,,Extended,Customs Extension,,JF901319356,5301,,47,6D0
,,,Extended,Customs Extension,,JF901319042,5301,,47,6D0
,,,Extended,Customs Extension,,CWL55510979,5301,,47,6D0
,,,Extended,Customs Extension,,AHQ20190116,5301,,47,6D0
,,,Extended,Customs Extension,,AHQ20190108,5301,,47,6D0
,,,Extended,Customs Extension,,AHQ20190090,5301,,47,6D0
,,,Extended,Customs Extension,,94324094211,5301,,47,6D0
,,,Extended,Customs Extension,,94324092488,5301,,47,6D0
,,,Extended,Customs Extension,,94324092470,5301,,47,6D0
,,,Extended,Customs Extension,,94324092454,5301,,47,6D0
,,,Extended,Customs Extension,,JF901319042,5301,,47,6D0
,,,Extended,Customs Extension,,BER90160696,5301,,47,6D0
,,,Extended,Customs Extension,,WBA10136868,5301,,47,6D0
,,,Extended,Customs Extension,,E4G00481101,5301,,47,6D0
,,,Extended,Customs Extension,,WBA10137569,5301,,47,6D0
,,,Liquidated,,Change Increase,AA603404861,5301,,47,6D0
,,,Liquidated,,Change Increase,SQ310075370,5301,,47,6D0
,,,Liquidated,,Change Increase,SQ310075545,5301,,47,6D0
,,,Liquidated,,Change Increase,SQ310075495,5301,,47,6D0
,,,Liquidated,,Change Increase,SQ310075156,5301,,47,6D0
,,,Liquidated,,Change Increase,SQ310075016,5301,,47,6D0
,,,Liquidated,,No Change,BER90214998,5301,,47,6D0
,,,Liquidated,,No Change,BER90215003,5301,,47,6D0
,,,Liquidated,,Change Increase,D9712909883,5301,,47,6D0
,,,Liquidated,,Change Increase,D9712904900,5301,,47,6D0
,,,Liquidated,,No Change,W6930066585,5301,,47,6D0
,,,Liquidated,,No Change,71602004336,5301,,47,6D0
,,,Liquidated,,Change Increase,D9712904942,5301,,47,6D0
,,,Liquidated,,Change Increase,D9712902862,5301,,47,6D0
,,,Liquidated,,Change Increase,JF901298501,5301,,47,6D0
,,,Liquidated,,Change Increase,SQ310075537,5301,,47,6D0
,,,Liquidated,,Change Increase,SQ310100756,5301,,47,6D0
,,,Liquidated,,Change Increase,SQ310075552,5301,,47,6D0
,,,Liquidated,,Change Increase,SQ310075511,5301,,47,6D0
,,,Liquidated,,No Change,71602000300,5301,,47,6D0
,,,Liquidated,,No Change,BER90184159,5301,,47,6D0
,,,Liquidated,,No Change,WBA10138047,5301,,47,6D0
,,,Liquidated,,No Change,BER90167329,5301,,47,6D0
,,,Liquidated,,No Change,BER90165398,5301,,47,6D0
,,,Liquidated,,No Change,W6930066601,5301,,47,6D0
,,,Liquidated,,No Change,AA603406528,5301,,47,6D0
,,,Liquidated,,Change Increase,JF901304846,5301,,47,6D0
,,,Liquidated,,Change Decrease,AA603408094,5301,,47,6D0
,,,Liquidated,,Change Decrease,AA603402071,5301,,47,6D0
,,,Liquidated,,No Change,AA603407914,5301,,47,6D0
,,,Liquidated,,No Change,D9712133377,5301,,47,6D0
,,,Extended,Customs Extension,,AHQ20190082,5301,,47,6D0
,,,Extended,Customs Extension,,WBA10137551,5301,,47,6D0
,,,Extended,Customs Extension,,E5S34567893,5301,,47,6D0
,,,Extended,Customs Extension,,AA603404655,5301,,47,6D0
,,,Extended,Customs Extension,,ATJ00036006,5301,,47,6D0
,,,Extended,Customs Extension,,ATJ00035990,5301,,47,6D0
,,,Extended,Customs Extension,,ATJ00035982,5301,,47,6D0
,,,Extended,Customs Extension,,ATJ00035974,5301,,47,6D0
,,,Extended,Customs Extension,,BER90160589,5301,,47,6D0
,,,Extended,Customs Extension,,8RM00000744,5301,,47,6D0
,,,Extended,Customs Extension,,BER90149020,5301,,47,6D0
,,,Extended,Customs Extension,,WIB13395648,5301,,47,6D0
,,,Extended,Customs Extension,,94324094070,5301,,47,6D0
,,,Extended,Customs Extension,,94324092629,5301,,47,6D0
,,,Extended,Customs Extension,,94324091894,5301,,47,6D0
,,,Extended,Customs Extension,,94324092488,5301,,47,6D0
,,,Extended,Customs Extension,,94324092462,5301,,47,6D0
,,,Extended,Customs Extension,,94324092496,5301,,47,6D0
,,,Extended,Customs Extension,,WBA10137536,5301,,47,6D0
,,,Extended,Customs Extension,,37112502234,5301,,47,6D0
,,,Liquidated,,No Change,SQ310093621,5301,,47,6D0
,,,Liquidated,,No Change,AA603409597,5301,,47,6D0
,,,Liquidated,,No Change,BER90174473,5301,,47,6D0
,,,Liquidated,,Change Increase,D9712893780,5301,,47,6D0
,,,Liquidated,,No Change,AA603408599,5301,,47,6D0
,,,Liquidated,,No Change,AA603408110,5301,,47,6D0
,,,Liquidated,,No Change,AA603408102,5301,,47,6D0
,,,Liquidated,,Change Increase,D9712888855,5301,,47,6D0
,,,Liquidated,,No Change,AA603404200,5301,,47,6D0
,,,Liquidated,,Change Increase,BER90160084,5301,,47,6D0
,,,Liquidated,,Change Increase,BER90160415,5301,,47,6D0
,,,Liquidated,,Change Increase,BER90210178,5301,,47,6D0
,,,Liquidated,,Change Increase,JF901297982,5301,,47,6D0
,,,Liquidated,,No Change,BGX00021788,5301,,47,6D0
,,,Liquidated,,No Change,71602004260,5301,,47,6D0
,,,Liquidated,,No Change,71602004252,5301,,47,6D0
,,,Liquidated,,No Change,79983622141,5301,,47,6D0
,,,Liquidated,,No Change,71602004245,5301,,47,6D0
,,,Liquidated,,No Change,AA603405017,5301,,47,6D0
,,,Liquidated,,No Change,AA603403665,5301,,47,6D0
,,,Liquidated,,No Change,71602004237,5301,,47,6D0
,,,Liquidated,,No Change,71602004229,5301,,47,6D0
,,,Liquidated,,No Change,71602004211,5301,,47,6D0
,,,Liquidated,,Change Increase,BER90160068,5301,,47,6D0
,,,Liquidated,,No Change,AA603408672,5301,,47,6D0
,,,Liquidated,,No Change,AA603408581,5301,,47,6D0
,,,Liquidated,,No Change,AA603408706,5301,,47,6D0
,,,Liquidated,,No Change,AA603408698,5301,,47,6D0
,,,Liquidated,,No Change,AA603408680,5301,,47,6D0
,,,Liquidated,,No Change,AA603401925,5301,,47,6D0
,,,Liquidated,,No Change,AA603404648,5301,,47,6D0
,,,Liquidated,,No Change,AA603408573,5301,,47,6D0
,,,Liquidated,,No Change,AA603408532,5301,,47,6D0
,,,Liquidated,,No Change,AA603408540,5301,,47,6D0
,,,Liquidated,,No Change,AA603408565,5301,,47,6D0
,,,Liquidated,,No Change,AA603408557,5301,,47,6D0
,,,Liquidated,,Change Increase,AA603404218,5301,,47,6D0
,,,Liquidated,,Change Increase,BER90173855,5301,,47,6D0
,,,Liquidated,,Change Increase,JF901298477,5301,,47,6D0
,,,Liquidated,,Change Increase,BER90159706,5301,,47,6D0
,,,Extended,Customs Extension,,94324092447,5301,,47,6D0
,,,Extended,Customs Extension,,BER90160530,5301,,47,6D0
,,,Extended,Customs Extension,,BER90150499,5301,,47,6D0
,,,Extended,Customs Extension,,BER90150143,5301,,47,6D0
,,,Extended,Customs Extension,,BER90150135,5301,,47,6D0
,,,Extended,Customs Extension,,BER90149988,5301,,47,6D0
,,,Extended,Customs Extension,,BER90149616,5301,,47,6D0
,,,Extended,Customs Extension,,AA603404663,5301,,47,6D0
,,,Extended,Customs Extension,,BER90204072,5301,,47,6D0
,,,Extended,Customs Extension,,BER90203975,5301,,47,6D0
,,,Liquidated,,Change Increase,D9712873998,5301,,47,6D0
,,,Liquidated,,No Change,BER90203686,5301,,47,6D0
,,,Liquidated,Drawback Denied,Change Decrease,8TX00000165,5301,,47,6D0
,,,Liquidated,,Change Increase,SQ310073201,5301,,47,6D0
,,,Liquidated,,Change Increase,SQ310073169,5301,,47,6D0
,,,Liquidated,,Change Increase,SQ310073227,5301,,47,6D0
,,,Liquidated,,No Change,BER90214980,5301,,47,6D0
,,,Liquidated,,No Change,BER90212554,5301,,47,6D0
,,,Liquidated,,No Change,8RM00000678,5301,,47,6D0
,,,Liquidated,,No Change,8RM00000876,5301,,47,6D0
,,,Liquidated,,No Change,AA603402022,5301,,47,6D0
,,,Liquidated,,Change Increase,EVY00394821,5301,,47,6D0
,,,Liquidated,,Change Increase,EVY00427126,5301,,47,6D0
,,,Liquidated,,Change Increase,EVY00418497,5301,,47,6D0
,,,Liquidated,,No Change,W6930066544,5301,,47,6D0
,,,Liquidated,,No Change,96802004976,5301,,47,6D0
,,,Liquidated,,No Change,EVY00428298,5301,,47,6D0
,,,Liquidated,,Change Increase,EVY00423596,5301,,47,6D0
,,,Liquidated,,No Change,PJ205500516,5301,,47,6D0
,,,Liquidated,,No Change,BER90163906,5301,,47,6D0
,,,Liquidated,,No Change,8RM00000702,5301,,47,6D0
,,,Liquidated,,No Change,WBA10137940,5301,,47,6D0
,,,Liquidated,,No Change,W6930065579,5301,,47,6D0
,,,Liquidated,,No Change,W6930065371,5301,,47,6D0
,,,Liquidated,,No Change,8SD19000169,5301,,47,6D0
,,,Liquidated,,No Change,D9712871828,5301,,47,6D0
,,,Extended,Customs Extension,,ATJ00035883,5301,,47,6D0
,,,Extended,Customs Extension,,ATJ00035891,5301,,47,6D0
,,,Extended,Customs Extension,,ATJ00035909,5301,,47,6D0
,,,Extended,Customs Extension,,ATJ00035917,5301,,47,6D0
,,,Extended,Customs Extension,,AA603401925,5301,,47,6D0
,,,Extended,Customs Extension,,AA603404648,5301,,47,6D0
,,,Extended,Customs Extension,,SQ310086666,5301,,47,6D0
,,,Extended,Customs Extension,,BER90160241,5301,,47,6D0
,,,Extended,Customs Extension,,AA603404606,5301,,47,6D0
,,,Extended,Customs Extension,,SQ310074324,5301,,47,6D0
,,,Extended,Customs Extension,,SQ310075008,5301,,47,6D0
,,,Extended,Customs Extension,,SQ310074308,5301,,47,6D0
,,,Extended,Customs Extension,,SQ310074282,5301,,47,6D0
,,,Extended,Customs Extension,,SQ310073797,5301,,47,6D0
,,,Extended,Customs Extension,,SQ310073235,5301,,47,6D0
,,,Extended,Customs Extension,,SQ310095188,5301,,47,6D0
,,,Liquidated,,Change Increase,AA603407765,5301,,47,6D0
,,,Liquidated,,Change Increase,AA603404374,5301,,47,6D0
,,,Liquidated,,No Change,W6930065538,5301,,47,6D0
,,,Liquidated,,Change Increase,D9712847901,5301,,47,6D0
,,,Liquidated,,No Change,WBA10137494,5301,,47,6D0
,,,Liquidated,,Change Increase,D9712859724,5301,,47,6D0
,,,Liquidated,,No Change,W6930065389,5301,,47,6D0
,,,Liquidated,,No Change,ARV60178733,5301,,47,6D0
,,,Liquidated,,Change Increase,D9712859815,5301,,47,6D0
,,,Liquidated,,No Change,ARV60218745,5301,,47,6D0
,,,Liquidated,,No Change,ARV60218604,5301,,47,6D0
,,,Liquidated,,No Change,ARV60218737,5301,,47,6D0
,,,Liquidated,,No Change,ARV60161218,5301,,47,6D0
,,,Liquidated,,No Change,BER90173285,5301,,47,6D0
,,,Liquidated,,Change Decrease,96802004794,5301,,47,6D0
,,,Liquidated,,No Change,8RM00000256,5301,,47,6D0
,,,Extended,Customs Extension,,D9712871828,5301,,47,6D0
,,,Extended,Customs Extension,,8TX00000165,5301,,47,6D0
,,,Extended,Customs Extension,,DL700003387,5301,,47,6D0
,,,Extended,Customs Extension,,SQ310094991,5301,,47,6D0
,,,Extended,Customs Extension,,ATJ00035800,5301,,47,6D0
,,,Extended,Customs Extension,,AA603275196,5301,,47,6D0
,,,Extended,Customs Extension,,BER90172386,5301,,47,6D0
,,,Extended,Customs Extension,,96802004794,5301,,47,6D0
,,,Extended,Customs Extension,,ATJ00035859,5301,,47,6D0
,,,Extended,Customs Extension,,ATJ00035842,5301,,47,6D0
,,,Extended,Customs Extension,,ATJ00035834,5301,,47,6D0
,,,Extended,Customs Extension,,ATJ00035826,5301,,47,6D0
,,,Extended,Customs Extension,,ATJ00035818,5301,,47,6D0
,,,Extended,Customs Extension,,DY219200408,5301,,47,6D0
,,,Extended,Customs Extension,,BER90173640,5301,,47,6D0
,,,Extended,Customs Extension,,W6930065538,5301,,47,6D0
,,,Extended,Customs Extension,,W6930065389,5301,,47,6D0
,,,Extended,Customs Extension,,WBA10137494,5301,,47,6D0
,,,Extended,Customs Extension,,ATJ00035792,5301,,47,6D0
,,,Extended,Customs Extension,,JF901317186,5301,,47,6D0
,,,Liquidated,,No Change,DW720072993,5301,,47,6D0
,,,Liquidated,,No Change,71602003643,5301,,47,6D0
,,,Liquidated,,No Change,SQ310090395,5301,,47,6D0
,,,Liquidated,,No Change,SQ310095006,5301,,47,6D0
,,,Liquidated,,No Change,8RM00000611,5301,,47,6D0
,,,Liquidated,,No Change,WBA10137825,5301,,47,6D0
,,,Liquidated,,No Change,8RM00000587,5301,,47,6D0
,,,Liquidated,,Change Decrease,WBA10137544,5301,,47,6D0
,,,Liquidated,,No Change,WBA10137999,5301,,47,6D0
,,,Liquidated,,No Change,8RM00000371,5301,,47,6D0
,,,Liquidated,,No Change,WBA10137965,5301,,47,6D0
,,,Liquidated,,No Change,8RM00000355,5301,,47,6D0
,,,Liquidated,,Change Increase,D9712844791,5301,,47,6D0
,,,Liquidated,,No Change,WBA10137932,5301,,47,6D0
,,,Liquidated,,No Change,AA603408649,5301,,47,6D0
,,,Liquidated,,No Change,WBA10137916,5301,,47,6D0
,,,Liquidated,,No Change,8RM00000280,5301,,47,6D0
,,,Liquidated,,No Change,AA603407674,5301,,47,6D0
,,,Liquidated,,Change Increase,D9712846077,5301,,47,6D0
,,,Liquidated,,No Change,AA603407294,5301,,47,6D0
,,,Liquidated,,No Change,AA603406965,5301,,47,6D0
,,,Liquidated,,No Change,AA603406544,5301,,47,6D0
,,,Liquidated,,No Change,DW720042954,5301,,47,6D0
,,,Liquidated,,No Change,DW720022923,5301,,47,6D0
,,,Liquidated,,No Change,DW720022618,5301,,47,6D0
,,,Liquidated,,Change Increase,D9712846184,5301,,47,6D0
,,,Liquidated,,Change Increase,WBA10137353,5301,,47,6D0
,,,Liquidated,,No Change,DW719111505,5301,,47,6D0
,,,Liquidated,,No Change,AA603406577,5301,,47,6D0
,,,Liquidated,,No Change,AA603406106,5301,,47,6D0
,,,Re-liquidated,,No Change,8RM00000686,5301,,47,6D0
,,,Liquidated,,No Change,WBA10138005,5301,,47,6D0
,,,Liquidated,,No Change,8RM00000645,5301,,47,6D0
,,,Liquidated,,No Change,BER90159649,5301,,47,6D0
,,,Liquidated,,No Change,BER90165141,5301,,47,6D0
,,,Liquidated,,No Change,AA603198653,5301,,47,6D0
,,,Liquidated,,No Change,AA603409472,5301,,47,6D0
,,,Liquidated,,No Change,BER90185008,5301,,47,6D0
,,,Liquidated,,No Change,BER90179118,5301,,47,6D0
,,,Liquidated,,No Change,BER90185263,5301,,47,6D0
,,,Liquidated,,No Change,WBA10137486,5301,,47,6D0
,,,Extended,Customs Extension,,BER90159912,5301,,47,6D0
,,,Extended,Customs Extension,,JF901317178,5301,,47,6D0
,,,Extended,Customs Extension,,JF901317152,5301,,47,6D0
,,,Extended,Customs Extension,,BER90204338,5301,,47,6D0
,,,Extended,Customs Extension,,BER90159847,5301,,47,6D0
,,,Extended,Customs Extension,,JF901317129,5301,,47,6D0
,,,Extended,Customs Extension,,8RM00000702,5301,,47,6D0
,,,Extended,Customs Extension,,8RM00000728,5301,,47,6D0
,,,Extended,Customs Extension,,D9712847901,5301,,47,6D0
,,,Extended,Customs Extension,,AA603404374,5301,,47,6D0
,,,Extended,Customs Extension,,94324092421,5301,,47,6D0
,,,Extended,Customs Extension,,EI519290123,5301,,47,6D0
,,,Liquidated,,No Change,BER90175587,5301,,47,6D0
,,,Liquidated,,No Change,BER90170950,5301,,47,6D0
,,,Liquidated,,No Change,BER90173749,5301,,47,6D0
,,,Liquidated,,No Change,DL700008691,5301,,47,6D0
,,,Liquidated,,No Change,AA603413888,5301,,47,6D0
,,,Liquidated,,No Change,40817259705,5301,,47,6D0
,,,Liquidated,,No Change,BER90176791,5301,,47,6D0
,,,Liquidated,,No Change,BER90175306,5301,,47,6D0
,,,Liquidated,,No Change,AA603413748,5301,,47,6D0
,,,Liquidated,,No Change,AA603413730,5301,,47,6D0
,,,Liquidated,,No Change,JF901320552,5301,,47,6D0
,,,Liquidated,,No Change,AA603413722,5301,,47,6D0
,,,Liquidated,,No Change,AA603413714,5301,,47,6D0
,,,Liquidated,,No Change,AA603413706,5301,,47,6D0
,,,Liquidated,,No Change,BER90204486,5301,,47,6D0
,,,Liquidated,,No Change,AA603410603,5301,,47,6D0
,,,Liquidated,,No Change,BER90204494,5301,,47,6D0
,,,Liquidated,,No Change,JF901320560,5301,,47,6D0
,,,Liquidated,,No Change,WBA10137460,5301,,47,6D0
,,,Liquidated,,Change Decrease,AA603265858,5301,,47,6D0
,,,Liquidated,,No Change,BER90174077,5301,,47,6D0
,,,Liquidated,,No Change,BER90176700,5301,,47,6D0
,,,Liquidated,,No Change,WBA10137452,5301,,47,6D0
,,,Liquidated,,No Change,BER90175314,5301,,47,6D0
,,,Liquidated,,No Change,23519216057,5301,,47,6D0
,,,Re-liquidated,,No Change,BER90172501,5301,,47,6D0
,,,Liquidated,,Change Increase,D9712831939,5301,,47,6D0
,,,Liquidated,,Change Increase,D9712831822,5301,,47,6D0
,,,Liquidated,,Change Increase,9S300000434,5301,,47,6D0
,,,Re-liquidated,,No Change,BER90172246,5301,,47,6D0
,,,Liquidated,,No Change,BER90168491,5301,,47,6D0
,,,Liquidated,,No Change,BER90163047,5301,,47,6D0
,,,Liquidated,,No Change,BER90176106,5301,,47,6D0
,,,Liquidated,,No Change,BER90176098,5301,,47,6D0
,,,Liquidated,,No Change,BER90168772,5301,,47,6D0
,,,Liquidated,,No Change,D9713187067,5301,,47,6D0
,,,Liquidated,,No Change,D9713241823,5301,,47,6D0
,,,Liquidated,,No Change,D9713201769,5301,,47,6D0
,,,Liquidated,,No Change,D9713185061,5301,,47,6D0
,,,Liquidated,,No Change,D9713241260,5301,,47,6D0
,,,Liquidated,,No Change,D9713219159,5301,,47,6D0
,,,Liquidated,,No Change,D9713218722,5301,,47,6D0
,,,Liquidated,,No Change,D9713204979,5301,,47,6D0
,,,Liquidated,,Change Increase,D9712841664,5301,,47,6D0
,,,Liquidated,,No Change,HE200009042,5301,,47,6D0
,,,Liquidated,,No Change,BER90184613,5301,,47,6D0
,,,Liquidated,,No Change,ATJ00036170,5301,,47,6D0
,,,Liquidated,,No Change,DL700009434,5301,,47,6D0
,,,Liquidated,,No Change,BER90176049,5301,,47,6D0
,,,Liquidated,,No Change,AA603401578,5301,,47,6D0
,,,Liquidated,,No Change,BER90185115,5301,,47,6D0
,,,Liquidated,,No Change,BER90185024,5301,,47,6D0
,,,Liquidated,,No Change,BER90184993,5301,,47,6D0
,,,Liquidated,,No Change,BMK08319111,5301,,47,6D0
,,,Liquidated,,No Change,ATJ00036139,5301,,47,6D0
,,,Liquidated,,No Change,BMK08319491,5301,,47,6D0
,,,Liquidated,,Change Decrease,DY220200355,5301,,47,6D0
,,,Liquidated,,Change Decrease,DY220200207,5301,,47,6D0
,,,Liquidated,,Change Decrease,DY220200249,5301,,47,6D0
,,,Liquidated,,Change Decrease,DY220200157,5301,,47,6D0
,,,Liquidated,,Change Decrease,DY220200066,5301,,47,6D0
,,,Liquidated,,Change Decrease,DY219200473,5301,,47,6D0
,,,Liquidated,,Change Increase,D9712839353,5301,,47,6D0
,,,Extended,Customs Extension,,8F800006628,5301,,47,6D0
,,,Extended,Customs Extension,,BER90159581,5301,,47,6D0
